,Unnamed: 0,jmeno,pohlavi,datum_narozeni,vek,vek_dny_srpen31,body_za_vek,spadova_skolka,skolka_sourozence,bydliste_brno,prioritni_vek,id,mc
304,944,Jozef Vávra,M,2020-07-27,3,34,2000.68,115,,True,True,115,stred
305,1234,Igor Janda,M,2020-01-16,3,227,2004.54,115,,True,True,115,stred
306,1322,Juraj Novotný,M,2018-01-19,5,223,2084.46,115,,True,True,115,stred
307,1402,Viktor Novotný,M,2020-08-15,3,15,2000.3,115,,True,True,115,stred
308,1435,Viktor Dušek,M,2021-07-13,2,48,0.96,115,,True,False,115,stred
309,1702,Denisa Hájková,F,2020-10-10,2,-41,1000.0,115,,True,False,115,stred
310,1749,Eva Marečková,F,2018-08-31,4,-1,2040.0,115,,True,True,115,stred
311,1849,Ivana Němcová,F,2020-11-15,2,-77,1000.0,115,,True,False,115,stred
312,1872,Ivana Kopecká,F,2016-07-23,7,38,2160.76,115,,True,False,115,stred
313,1998,Kateřina Kočová,F,2019-11-05,3,-67,2000.0,115,,True,True,115,stred
314,2045,Lenka Procházková,F,2021-07-26,2,35,0.7000000000000001,115,,True,False,115,stred
315,2236,Marta Havlíčková,F,2020-04-10,3,142,2002.84,115,,True,True,115,stred
316,2342,Natálie Hájková,F,2021-06-09,2,82,1.64,115,,True,False,115,stred
317,2404,Patricia Černá,F,2019-07-03,4,58,2041.16,115,,True,True,115,stred
318,2640,Tereza Nováková,F,2017-11-21,5,-83,2080.0,115,,True,True,115,stred
319,2657,Tereza Kadlecová,F,2016-09-26,6,-27,2120.0,115,,True,True,115,stred
320,2797,Zuzana Tesařová,F,2021-06-19,2,72,1.44,115,,True,False,115,stred
321,2921,Daniela Svobodová,F,2020-01-26,3,217,2004.34,115,,True,True,115,stred
322,2922,Daniela Novotná,F,2016-08-04,7,26,2160.52,115,,True,False,115,stred
323,2993,Dominika Křenková,F,2020-08-03,3,27,2000.54,115,,True,True,115,stred
324,17,Jan Růžička,M,2018-06-26,5,65,2081.3,34,,True,True,34,stred
325,113,Tomáš Polák,M,2020-04-25,3,127,2002.54,34,,True,True,34,stred
326,171,Martin Marek,M,2019-04-27,4,125,2042.5,34,,True,True,34,stred
327,597,Tomáš Navrátil,M,2018-01-09,5,233,2084.66,34,,True,True,34,stred
328,836,Aleš Macháček,M,2018-07-26,5,35,2080.7,34,,True,True,34,stred
329,883,Ján Dvořák,M,2019-06-12,4,79,2041.58,34,,True,True,34,stred
330,901,Ján Svatoš,M,2016-08-23,7,7,2160.14,34,,True,False,34,stred
331,991,Ivan Kříž,M,2018-08-17,5,13,2080.26,34,,True,True,34,stred
332,1019,Anton Bílý,M,2021-06-21,2,70,1.4,34,,True,False,34,stred
333,1254,Vladimír Hájek,M,2019-01-10,4,232,2044.64,34,,True,True,34,stred
334,1784,Hana Šimková,F,2017-08-25,6,5,2120.1,34,,True,True,34,stred
335,1851,Ivana Malá,F,2021-01-29,2,213,4.26,34,,True,False,34,stred
336,1864,Ivana Šimková,F,2017-08-08,6,22,2120.44,34,,True,True,34,stred
337,2065,Lenka Hlaváčková,F,2017-08-28,6,2,2120.04,34,,True,True,34,stred
338,2252,Michaela Pospíšilová,F,2016-12-09,6,-101,2120.0,34,,False,True,34,stred
339,2296,Monika Konečná,F,2020-02-24,3,188,2003.76,34,,True,True,34,stred
340,2659,Tereza Matějová,F,2018-02-10,5,201,2084.02,34,,True,True,34,stred
341,2682,Veronika Novotná,F,2017-03-09,6,174,2123.48,34,,True,True,34,stred
342,2839,Alena Šťastná,F,2021-07-02,2,59,1.18,34,,True,False,34,stred
343,2865,Andrea Hlaváčková,F,2017-01-16,6,226,2124.52,34,,True,True,34,stred
344,2867,Andrea Vondráčková,F,2021-05-26,2,96,1.92,34,,True,False,34,stred
345,2948,Daniela Zábranská,F,2019-01-28,4,214,2044.28,34,,True,True,34,stred
346,3000,Eliška Nováková,F,2020-05-07,3,115,2002.3,34,,True,True,34,stred
347,3122,Kamila Novotná,F,2017-07-08,6,53,2121.06,34,,True,True,34,stred
348,18,Jan Beneš,M,2021-07-31,2,30,0.6,64,,True,False,64,oresin
349,154,Jiří Janda,M,2019-03-20,4,163,2043.26,64,,True,True,64,oresin
350,228,Michal Vlček,M,2020-03-06,3,177,2003.54,64,,True,True,64,oresin
351,331,David Marek,M,2017-10-10,5,-41,2080.0,64,,True,True,64,oresin
352,446,Jakub Kovařík,M,2017-05-26,6,96,2121.92,64,,True,True,64,oresin
353,580,Tomáš Šimek,M,2016-09-11,6,-12,2120.0,64,,True,True,64,oresin
354,639,Radim Pekař,M,2017-03-09,6,174,2123.48,64,,True,True,64,oresin
355,770,Filip Pospíšil,M,2018-10-19,4,-50,2040.0,64,,True,True,64,oresin
356,793,Filip Polák,M,2018-11-16,4,-78,2040.0,64,,True,True,64,oresin
357,852,Milan Urban,M,2017-02-20,6,191,2123.82,64,,True,True,64,oresin
358,923,Jozef Dvořák,M,2018-06-22,5,69,2081.38,64,,True,True,64,oresin
359,992,Ivan Horváth,M,2020-11-10,2,-72,1000.0,64,,True,False,64,oresin
360,1010,Anton Pospíšil,M,2021-04-27,2,125,2.5,64,,True,False,64,oresin
361,1015,Anton Fiala,M,2020-06-05,3,86,2001.72,64,,True,True,64,oresin
362,1316,Štefan Macháček,M,2017-02-11,6,200,2124.0,64,88.0,True,True,64,oresin
363,1556,Matúš Macháček,M,2018-01-08,5,234,2084.68,64,,True,True,64,oresin
364,1581,Samuel Svatoš,M,2021-02-08,2,203,4.0600000000000005,64,,True,False,64,oresin
365,1826,Helena Králová,F,2020-09-02,2,-3,1000.0,64,,True,False,64,oresin
366,1876,Ivana Havlíčková,F,2017-02-09,6,202,2124.04,64,,False,True,64,oresin
367,2098,Lucia Tichá,F,2020-12-04,2,-96,1000.0,64,,True,False,64,oresin
368,2105,Lucia Hlaváčková,F,2020-10-28,2,-59,1000.0,64,,True,False,64,oresin
369,2222,Marta Hájková,F,2021-05-04,2,118,2.36,64,,True,False,64,oresin
370,2311,Monika Benešová,F,2017-08-24,6,6,2120.12,64,,True,True,64,oresin
371,2424,Patricia Šimková,F,2017-01-24,6,218,2124.36,64,,True,True,64,oresin
372,2479,Pavlína Šťastná,F,2017-01-02,6,240,2124.8,64,68.0,True,True,64,oresin
373,2531,Renata Malá,F,2017-08-17,6,13,2120.26,64,,True,True,64,oresin
374,2615,Soňa Bílá,F,2021-07-20,2,41,0.8200000000000001,64,,True,False,64,oresin
375,2672,Tereza Kopecká,F,2016-08-09,7,21,2160.42,64,,True,False,64,oresin
376,2779,Zuzana Matějová,F,2020-08-25,3,5,2000.1,64,,True,True,64,oresin
377,2870,Andrea Rýdlová,F,2016-06-25,7,66,2161.32,64,,True,False,64,oresin
378,2886,Blanka Kučerová,F,2019-01-16,4,226,2044.52,64,,True,True,64,oresin
379,2937,Daniela Kadlecová,F,2016-10-29,6,-60,2120.0,64,26.0,True,True,64,oresin
380,3127,Kamila Veselá,F,2016-10-11,6,-42,2120.0,64,,True,True,64,oresin
381,3177,Lenka Kadlecová,F,2018-01-07,5,235,2084.7,64,,True,True,64,oresin
382,19,Jan Bílý,M,2019-03-30,4,153,2043.06,98,,True,True,98,zidenice
383,63,Petr Mach,M,2017-04-08,6,144,2122.88,98,,True,True,98,zidenice
384,95,Tomáš Fiala,M,2017-08-22,6,8,2120.16,98,,True,True,98,zidenice
385,233,Michal Polák,M,2019-06-24,4,67,2041.34,98,,True,True,98,zidenice
386,243,Pavel Dvořák,M,2019-10-10,3,-41,2000.0,98,,True,True,98,zidenice
387,244,Pavel Černý,M,2019-03-24,4,159,2043.18,98,,True,True,98,zidenice
388,271,Pavel Kříž,M,2018-03-24,5,159,2083.18,98,,True,True,98,zidenice
389,559,Václav Pekař,M,2020-01-07,3,236,2004.72,98,,True,True,98,zidenice
390,758,Radek Staněk,M,2017-07-29,6,32,2120.64,98,,True,True,98,zidenice
391,903,Ján Mach,M,2021-02-21,2,190,3.8,98,,True,False,98,zidenice
392,954,Jozef Janda,M,2021-06-18,2,73,1.46,98,,True,False,98,zidenice
393,986,Ivan Toman,M,2016-10-21,6,-52,2120.0,98,,True,True,98,zidenice
394,1039,Anton Pekař,M,2016-09-11,6,-12,2120.0,98,,True,True,98,zidenice
395,1097,Andrej Růžička,M,2020-02-03,3,209,2004.18,98,,True,True,98,zidenice
396,1177,Richard Růžička,M,2017-08-21,6,9,2120.18,98,,True,True,98,zidenice
397,1385,Patrik Tomáš,M,2020-05-31,3,91,2001.82,98,,True,True,98,zidenice
398,1605,Anna Procházková,F,2019-11-07,3,-69,2000.0,98,,True,True,98,zidenice
399,1663,Barbora Pechová,F,2020-12-22,2,-114,1000.0,98,,True,False,98,zidenice
400,1689,Denisa Němcová,F,2016-12-24,6,-116,2120.0,98,,True,True,98,zidenice
401,1766,Hana Kučerová,F,2016-07-23,7,38,2160.76,98,,True,False,98,zidenice
402,1882,Jana Novotná,F,2018-08-08,5,22,2080.44,98,,True,True,98,zidenice
403,2104,Lucia Šimková,F,2017-08-13,6,17,2120.34,98,,True,True,98,zidenice
404,2202,Marta Novotná,F,2017-03-04,6,179,2123.58,98,,True,True,98,zidenice
405,2238,Marta Kočová,F,2020-10-14,2,-45,1000.0,98,,True,False,98,zidenice
406,2362,Nikola Novotná,F,2016-06-19,7,72,2161.44,98,,True,False,98,zidenice
407,2562,Simona Novotná,F,2017-12-22,5,-114,2080.0,98,,True,True,98,zidenice
408,2575,Simona Bílá,F,2019-05-28,4,94,2041.88,98,,True,True,98,zidenice
409,20,Jan Šimek,M,2020-10-18,2,-49,1000.0,69,,True,False,69,lisen
410,105,Tomáš Tomáš,M,2020-07-05,3,56,2001.12,69,,True,True,69,lisen
411,218,Michal Beneš,M,2016-11-05,6,-67,2120.0,69,,True,True,69,lisen
412,540,Václav Šimek,M,2019-06-20,4,71,2041.42,69,,True,True,69,lisen
413,631,Radim Kříž,M,2016-08-18,7,12,2160.24,69,,True,False,69,lisen
414,743,Radek Mach,M,2019-07-31,4,30,2040.6,69,,True,True,69,lisen
415,744,Radek Vávra,M,2018-09-30,4,-31,2040.0,69,,True,True,69,lisen
416,751,Radek Kříž,M,2018-12-07,4,-99,2040.0,69,,True,True,69,lisen
417,850,Milan Pospíšil,M,2018-11-10,4,-72,2040.0,69,,True,True,69,lisen
418,939,Jozef Bílý,M,2017-01-13,6,229,2124.58,69,,True,True,69,lisen
419,1105,Andrej Tomáš,M,2019-06-02,4,89,2041.78,69,,True,True,69,lisen
420,1207,Igor Veselý,M,2019-05-23,4,99,2041.98,69,,True,True,69,lisen
421,1400,Viktor Novák,M,2018-11-07,4,-69,2040.0,69,,True,True,69,lisen
422,1415,Viktor Fiala,M,2017-03-26,6,157,2123.14,69,,True,True,69,lisen
423,1449,Róbert Němec,M,2019-12-06,3,-98,2000.0,69,,True,True,69,lisen
424,1657,Barbora Kadlecová,F,2019-06-16,4,75,2041.5,69,,True,True,69,lisen
425,1670,Barbora Rýdlová,F,2017-04-24,6,128,2122.56,69,,True,True,69,lisen
426,1736,Eva Konečná,F,2018-05-07,5,115,2082.3,69,,True,True,69,lisen
427,1854,Ivana Růžičková,F,2021-04-01,2,151,3.02,69,,True,False,69,lisen
428,1856,Ivana Konečná,F,2020-01-18,3,225,2004.5,69,,True,True,69,lisen
429,2056,Lenka Konečná,F,2018-01-24,5,218,2084.36,69,,True,True,69,lisen
430,2071,Lenka Benešová,F,2016-09-27,6,-28,2120.0,69,,True,True,69,lisen
431,2119,Lucia Šťastná,F,2016-09-12,6,-13,2120.0,69,,True,True,69,lisen
432,2140,Ludmila Jelínková,F,2018-04-06,5,146,2082.92,69,,True,True,69,lisen
433,2144,Ludmila Šimková,F,2018-02-21,5,190,2083.8,69,,True,True,69,lisen
434,2313,Monika Křenková,F,2016-12-23,6,-115,2120.0,69,,True,True,69,lisen
435,2417,Patricia Kadlecová,F,2016-08-27,7,3,2160.06,69,,True,False,69,lisen
436,2426,Patricia Králová,F,2016-09-12,6,-13,2120.0,69,,True,True,69,lisen
437,2445,Pavlína Procházková,F,2018-12-05,4,-97,2040.0,69,,True,True,69,lisen
438,2454,Pavlína Růžičková,F,2019-12-03,3,-95,2000.0,69,,True,True,69,lisen
439,2570,Simona Křížová,F,2019-11-01,3,-63,2000.0,69,,True,True,69,lisen
440,21,Jan Svatoš,M,2017-08-01,6,29,2120.58,117,,True,True,117,kohoutovice
441,24,Jan Vávra,M,2016-12-30,6,-122,2120.0,117,,True,True,117,kohoutovice
442,64,Petr Vávra,M,2019-11-27,3,-89,2000.0,117,,True,True,117,kohoutovice
443,80,Tomáš Novák,M,2017-07-22,6,39,2120.78,117,,True,True,117,kohoutovice
444,349,David Kratochvíl,M,2019-05-16,4,106,2042.12,117,,True,True,117,kohoutovice
445,489,Ondřej Němec,M,2018-01-08,5,234,2084.68,117,,True,True,117,kohoutovice
446,684,Josef Černý,M,2020-11-02,2,-64,1000.0,117,,True,False,117,kohoutovice
447,787,Filip Konečný,M,2019-09-04,3,-5,2000.0,117,,True,True,117,kohoutovice
448,974,Ivan Hájek,M,2020-10-31,2,-62,1000.0,117,,True,False,117,kohoutovice
449,1082,Andrej Novotný,M,2019-09-23,3,-24,2000.0,117,,True,True,117,kohoutovice
450,1255,Vladimír Fiala,M,2020-07-06,3,55,2001.1,117,,True,True,117,kohoutovice
451,1259,Vladimír Bílý,M,2016-12-25,6,-117,2120.0,117,,True,True,117,kohoutovice
452,1562,Samuel Novotný,M,2018-09-16,4,-17,2040.0,117,,True,True,117,kohoutovice
453,1700,Denisa Jelínková,F,2020-06-21,3,70,2001.4,117,,True,True,117,kohoutovice
454,1818,Helena Tichá,F,2018-05-09,5,113,2082.26,117,,True,True,117,kohoutovice
455,1928,Karolína Horáková,F,2020-09-29,2,-30,1000.0,117,,True,False,117,kohoutovice
456,2012,Klára Pospíšilová,F,2020-03-25,3,158,2003.16,117,,True,True,117,kohoutovice
457,2208,Marta Horáková,F,2018-08-14,5,16,2080.32,117,,True,True,117,kohoutovice
458,2265,Michaela Hlaváčková,F,2016-06-23,7,68,2161.36,117,,True,False,117,kohoutovice
459,2539,Renata Matějová,F,2017-06-30,6,61,2121.22,117,,True,True,117,kohoutovice
460,2595,Simona Tomášková,F,2018-04-21,5,131,2082.62,117,,True,True,117,kohoutovice
461,2813,Alena Marešová,F,2020-03-02,3,181,2003.62,117,,True,True,117,kohoutovice
462,2952,Daniela Kopecká,F,2017-10-29,5,-60,2080.0,117,105.0,True,True,117,kohoutovice
463,3160,Lenka Nováková,F,2020-09-21,2,-22,1000.0,117,,True,False,117,kohoutovice
464,22,Jan Mareš,M,2017-01-30,6,212,2124.24,99,,True,True,99,lisen
465,58,Petr Beneš,M,2018-03-05,5,178,2083.56,99,,True,True,99,lisen
466,88,Tomáš Horák,M,2018-02-09,5,202,2084.04,99,,False,True,99,lisen
467,144,Jiří Vávra,M,2019-12-19,3,-111,2000.0,99,,True,True,99,lisen
468,160,Martin Novák,M,2020-06-05,3,86,2001.72,99,,True,True,99,lisen
469,161,Martin Svoboda,M,2017-04-06,6,146,2122.92,99,,True,True,99,lisen
470,297,Lukáš Růžička,M,2018-10-19,4,-50,2040.0,99,,True,True,99,lisen
471,299,Lukáš Bílý,M,2020-02-13,3,199,2003.98,99,,True,True,99,lisen
472,586,Tomáš Toman,M,2021-06-05,2,86,1.72,99,,True,False,99,lisen
473,819,Aleš Bílý,M,2018-05-30,5,92,2081.84,99,,True,True,99,lisen
474,831,Aleš Kříž,M,2017-01-19,6,223,2124.46,99,,True,True,99,lisen
475,934,Jozef Hájek,M,2016-09-03,6,-4,2120.0,99,,True,True,99,lisen
476,957,Jozef Navrátil,M,2018-12-16,4,-108,2040.0,99,,True,True,99,lisen
477,1033,Anton Polák,M,2017-12-26,5,-118,2080.0,99,,True,True,99,lisen
478,1037,Anton Navrátil,M,2018-09-03,4,-4,2040.0,99,,True,True,99,lisen
479,1078,Peter Staněk,M,2020-12-25,2,-117,1000.0,99,,True,False,99,lisen
480,1178,Richard Beneš,M,2020-11-13,2,-75,1000.0,99,,True,False,99,lisen
481,1334,Juraj Hájek,M,2018-01-07,5,235,2084.7,99,,True,True,99,lisen
482,1513,Erik Polák,M,2018-02-09,5,202,2084.04,99,,False,True,99,lisen
483,1596,Samuel Macháček,M,2019-11-22,3,-84,2000.0,99,,True,True,99,lisen
484,1652,Barbora Pospíšilová,F,2016-12-09,6,-101,2120.0,99,,False,True,99,lisen
485,2133,Ludmila Marešová,F,2016-08-28,7,2,2160.04,99,,True,False,99,lisen
486,2273,Michaela Křenková,F,2018-09-22,4,-23,2040.0,99,,True,True,99,lisen
487,2331,Natálie Malá,F,2021-08-06,2,24,0.48,99,,True,False,99,lisen
488,2469,Pavlína Marečková,F,2020-01-31,3,212,2004.24,99,,True,True,99,lisen
489,2521,Renata Svobodová,F,2018-02-28,5,183,2083.66,99,,True,True,99,lisen
490,2555,Renata Tomášková,F,2017-11-21,5,-83,2080.0,99,,True,True,99,lisen
491,2589,Simona Marečková,F,2021-06-19,2,72,1.44,99,,True,False,99,lisen
492,2979,Dominika Matějová,F,2020-03-15,3,168,2003.36,99,,True,True,99,lisen
493,3012,Eliška Pospíšilová,F,2018-02-23,5,188,2083.76,99,,True,True,99,lisen
494,23,Jan Mach,M,2019-09-18,3,-19,2000.0,51,,True,True,51,bohunice
495,103,Tomáš Mach,M,2020-03-20,3,163,2003.26,51,,True,True,51,bohunice
496,209,Michal Němec,M,2019-07-11,4,50,2041.0,51,,True,True,51,bohunice
497,441,Jakub Svoboda,M,2019-08-22,4,8,2040.16,51,,True,True,51,bohunice
498,552,Václav Horváth,M,2021-07-01,2,60,1.2,51,135.0,True,False,51,bohunice
499,623,Radim Mach,M,2019-09-13,3,-14,2000.0,51,,True,True,51,bohunice
500,687,Josef Veselý,M,2020-08-01,3,29,2000.58,51,,True,True,51,bohunice
501,695,Josef Fiala,M,2017-06-19,6,72,2121.44,51,,True,True,51,bohunice
502,940,Jozef Šimek,M,2017-10-28,5,-59,2080.0,51,,True,True,51,bohunice
503,987,Ivan Konečný,M,2020-09-14,2,-15,1000.0,51,,True,False,51,bohunice
504,1139,Miroslav Bílý,M,2020-02-16,3,196,2003.92,51,,True,True,51,bohunice
505,1215,Igor Fiala,M,2018-03-27,5,156,2083.12,51,,True,True,51,bohunice
506,1229,Igor Kratochvíl,M,2016-10-23,6,-54,2120.0,51,,True,True,51,bohunice
507,1386,Patrik Toman,M,2019-03-09,4,174,2043.48,51,,True,True,51,bohunice
508,1404,Viktor Černý,M,2021-01-17,2,225,4.5,51,,True,False,51,bohunice
509,1425,Viktor Tomáš,M,2016-12-10,6,-102,2120.0,51,,True,True,51,bohunice
510,1486,Erik Kovařík,M,2017-04-23,6,129,2122.58,51,,True,True,51,bohunice
511,1493,Erik Soukup,M,2018-12-20,4,-112,2040.0,51,,True,True,51,bohunice
512,1545,Matúš Tomáš,M,2018-05-21,5,101,2082.02,51,,False,True,51,bohunice
513,1754,Eva Vlčková,F,2016-07-05,7,56,2161.12,51,,True,False,51,bohunice
514,1799,Hana Šťastná,F,2017-11-11,5,-73,2080.0,51,,True,True,51,bohunice
515,1869,Ivana Marečková,F,2020-04-07,3,145,2002.9,51,,True,True,51,bohunice
516,2086,Lucia Kučerová,F,2018-01-10,5,232,2084.64,51,,True,True,51,bohunice
517,2182,Marcela Hájková,F,2021-08-24,2,6,0.12,51,,True,False,51,bohunice
518,2270,Michaela Rýdlová,F,2020-06-22,3,69,2001.38,51,,True,True,51,bohunice
519,2513,Petra Křenková,F,2018-11-15,4,-77,2040.0,51,,True,True,51,bohunice
520,2703,Veronika Pechová,F,2021-04-19,2,133,2.66,51,,True,False,51,bohunice
521,2871,Andrea Benešová,F,2020-11-03,2,-65,1000.0,51,,True,False,51,bohunice
522,2883,Blanka Dvořáková,F,2016-10-12,6,-43,2120.0,51,,True,True,51,bohunice
523,3054,Gabriela Růžičková,F,2018-09-28,4,-29,2040.0,51,,True,True,51,bohunice
524,25,Jan Tomáš,M,2020-03-26,3,157,2003.14,104,,True,True,104,lisen
525,94,Tomáš Hájek,M,2017-02-16,6,195,2123.9,104,,True,True,104,lisen
526,207,Michal Veselý,M,2018-06-22,5,69,2081.38,104,,True,True,104,lisen
527,217,Michal Růžička,M,2021-05-22,2,100,2.0,104,2.0,True,False,104,lisen
528,335,David Fiala,M,2018-07-12,5,49,2080.98,104,,True,True,104,lisen
529,461,Jakub Svatoš,M,2021-05-07,2,115,2.3000000000000003,104,,True,False,104,lisen
530,468,Jakub Vlček,M,2019-09-15,3,-16,2000.0,104,,True,True,104,lisen
531,553,Václav Polák,M,2020-08-07,3,23,2000.46,104,,True,True,104,lisen
532,558,Václav Staněk,M,2018-11-14,4,-76,2040.0,104,,True,True,104,lisen
533,613,Radim Soukup,M,2018-02-10,5,201,2084.02,104,,True,True,104,lisen
534,658,Jaroslav Beneš,M,2016-12-15,6,-107,2120.0,104,,True,True,104,lisen
535,660,Jaroslav Šimek,M,2020-10-12,2,-43,1000.0,104,,True,False,104,lisen
536,873,Milan Polák,M,2021-01-09,2,233,4.66,104,,True,False,104,lisen
537,1065,Peter Tomáš,M,2019-08-10,4,20,2040.4,104,15.0,True,True,104,lisen
538,1233,Igor Polák,M,2018-11-20,4,-82,2040.0,104,,True,True,104,lisen
539,1554,Matúš Janda,M,2016-11-16,6,-78,2120.0,104,,True,True,104,lisen
540,1646,Barbora Kučerová,F,2018-11-26,4,-88,2040.0,104,,True,True,104,lisen
541,1802,Helena Novotná,F,2017-02-28,6,183,2123.66,104,,True,True,104,lisen
542,1812,Helena Pospíšilová,F,2019-05-23,4,99,2041.98,104,,True,True,104,lisen
543,1921,Karolína Svobodová,F,2019-03-09,4,174,2043.48,104,,True,True,104,lisen
544,1954,Karolína Vlčková,F,2017-10-10,5,-41,2080.0,104,,True,True,104,lisen
545,2149,Ludmila Marečková,F,2020-03-15,3,168,2003.36,104,,True,True,104,lisen
546,2158,Ludmila Kočová,F,2018-11-08,4,-70,2040.0,104,,True,True,104,lisen
547,2224,Marta Šimková,F,2021-04-06,2,146,2.92,104,,True,False,104,lisen
548,2302,Monika Hájková,F,2021-05-01,2,121,2.42,104,,True,False,104,lisen
549,2488,Petra Horáková,F,2017-10-11,5,-42,2080.0,104,,True,True,104,lisen
550,2591,Simona Benešová,F,2017-02-24,6,187,2123.74,104,,True,True,104,lisen
551,2769,Zuzana Němcová,F,2016-07-09,7,52,2161.04,104,,True,False,104,lisen
552,26,Jan Toman,M,2020-09-19,2,-20,1000.0,26,54.0,True,False,26,jih
553,357,David Navrátil,M,2020-04-29,3,123,2002.46,26,,True,True,26,jih
554,394,Marek Janda,M,2019-09-28,3,-29,2000.0,26,,True,True,26,jih
555,596,Tomáš Macháček,M,2021-08-12,2,18,0.36,26,,True,False,26,jih
556,626,Radim Toman,M,2019-05-17,4,105,2042.1,26,,True,True,26,jih
557,773,Filip Soukup,M,2019-10-31,3,-62,2000.0,26,,True,True,26,jih
558,778,Filip Beneš,M,2018-01-17,5,225,2084.5,26,,True,True,26,jih
559,905,Ján Tomáš,M,2021-03-09,2,174,3.48,26,,True,False,26,jih
560,973,Ivan Soukup,M,2021-02-24,2,187,3.74,26,,True,False,26,jih
561,1047,Peter Veselý,M,2020-03-18,3,165,2003.3,26,,True,True,26,jih
562,1317,Štefan Navrátil,M,2020-10-18,2,-49,1000.0,26,,True,False,26,jih
563,1346,Juraj Toman,M,2020-07-24,3,37,2000.74,26,,True,True,26,jih
564,1649,Barbora Němcová,F,2019-12-11,3,-103,2000.0,26,,True,True,26,jih
565,1739,Eva Matějová,F,2019-07-13,4,48,2040.96,26,,True,True,26,jih
566,1844,Ivana Černá,F,2019-01-01,4,241,2044.82,26,,True,True,26,jih
567,1908,Jana Zábranská,F,2021-04-21,2,131,2.62,26,,True,False,26,jih
568,1970,Kateřina Křížová,F,2020-08-16,3,14,2000.28,26,,True,True,26,jih
569,2064,Lenka Šimková,F,2018-04-02,5,150,2083.0,26,,True,True,26,jih
570,2080,Lucia Nováková,F,2016-08-31,6,-1,2120.0,26,,True,True,26,jih
571,2193,Marcela Křenková,F,2020-04-14,3,138,2002.76,26,,True,True,26,jih
572,2446,Pavlína Kučerová,F,2021-01-29,2,213,4.26,26,,True,False,26,jih
573,2533,Renata Marešová,F,2016-11-23,6,-85,2120.0,26,,True,True,26,jih
574,2662,Tereza Hájková,F,2018-10-03,4,-34,2040.0,26,,True,True,26,jih
575,3071,Gabriela Benešová,F,2019-03-02,4,181,2043.62,26,,True,True,26,jih
576,27,Jan Konečný,M,2021-06-03,2,88,1.76,44,,True,False,44,bohunice
577,364,Marek Černý,M,2019-11-22,3,-84,2000.0,44,,True,True,44,bohunice
578,415,Adam Fiala,M,2020-02-04,3,208,2004.16,44,,True,True,44,bohunice
579,564,Tomáš Černý,M,2018-04-01,5,151,2083.02,44,,True,True,44,bohunice
580,662,Jaroslav Mareš,M,2016-09-23,6,-24,2120.0,44,,True,True,44,bohunice
581,670,Jaroslav Kadlec,M,2021-06-01,2,90,1.8,44,,True,False,44,bohunice
582,1110,Andrej Kadlec,M,2018-11-09,4,-71,2040.0,44,,True,True,44,bohunice
583,1148,Miroslav Vlček,M,2016-08-17,7,13,2160.26,44,,True,False,44,bohunice
584,1246,Vladimír Kovařík,M,2018-12-06,4,-98,2040.0,44,,True,True,44,bohunice
585,1273,Vladimír Polák,M,2018-10-07,4,-38,2040.0,44,,True,True,44,bohunice
586,1373,Patrik Soukup,M,2020-10-02,2,-33,1000.0,44,,True,False,44,bohunice
587,1525,Matúš Procházka,M,2018-10-12,4,-43,2040.0,44,,True,True,44,bohunice
588,1827,Helena Vondráčková,F,2017-09-16,5,-17,2080.0,44,,True,True,44,bohunice
589,2125,Ludmila Procházková,F,2020-03-13,3,170,2003.4,44,,True,True,44,bohunice
590,2319,Monika Šťastná,F,2021-02-23,2,188,3.76,44,,True,False,44,bohunice
591,2547,Renata Vondráčková,F,2018-04-03,5,149,2082.98,44,,True,True,44,bohunice
